PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,FamilySize,IsAlone,FarePerPerson,Embarked_Q,Embarked_S
51,0,3,0,7.0,4,1,39.6875,6,0,6.614583333333333,False,True
52,0,3,0,21.0,0,0,7.8,1,1,7.8,False,True
53,1,1,1,49.0,1,0,76.7292,2,0,38.3646,False,False
54,1,2,1,29.0,1,0,26.0,2,0,13.0,False,True
55,0,1,0,65.0,0,1,61.9792,2,0,30.9896,False,False
56,1,1,0,28.0,0,0,35.5,1,1,35.5,False,True
57,1,2,1,21.0,0,0,10.5,1,1,10.5,False,True
58,0,3,0,28.5,0,0,7.2292,1,1,7.2292,False,False
59,1,2,1,5.0,1,2,27.75,4,0,6.9375,False,True
60,0,3,0,11.0,5,2,46.9,8,0,5.8625,False,True
61,0,3,0,22.0,0,0,7.2292,1,1,7.2292,False,False
62,1,1,1,38.0,0,0,80.0,1,1,80.0,False,True
63,0,1,0,45.0,1,0,83.475,2,0,41.7375,False,True
64,0,3,0,4.0,3,2,27.9,6,0,4.6499999999999995,False,True
65,0,1,0,28.0,0,0,27.7208,1,1,27.7208,False,False
66,1,3,0,28.0,1,1,15.2458,3,0,5.081933333333333,False,False
67,1,2,1,29.0,0,0,10.5,1,1,10.5,False,True
68,0,3,0,19.0,0,0,8.1583,1,1,8.1583,False,True
69,1,3,1,17.0,4,2,7.925,7,0,1.1321428571428571,False,True
70,0,3,0,26.0,2,0,8.6625,3,0,2.8874999999999997,False,True
71,0,2,0,32.0,0,0,10.5,1,1,10.5,False,True
72,0,3,1,16.0,5,2,46.9,8,0,5.8625,False,True
73,0,2,0,21.0,0,0,73.5,1,1,73.5,False,True
74,0,3,0,26.0,1,0,14.4542,2,0,7.2271,False,False
75,1,3,0,32.0,0,0,56.4958,1,1,56.4958,False,True
76,0,3,0,25.0,0,0,7.65,1,1,7.65,False,True
77,0,3,0,28.0,0,0,7.8958,1,1,7.8958,False,True
78,0,3,0,28.0,0,0,8.05,1,1,8.05,False,True
79,1,2,0,0.83,0,2,29.0,3,0,9.666666666666666,False,True
80,1,3,1,30.0,0,0,12.475,1,1,12.475,False,True
81,0,3,0,22.0,0,0,9.0,1,1,9.0,False,True
82,1,3,0,29.0,0,0,9.5,1,1,9.5,False,True
83,1,3,1,28.0,0,0,7.7875,1,1,7.7875,True,False
84,0,1,0,28.0,0,0,47.1,1,1,47.1,False,True
85,1,2,1,17.0,0,0,10.5,1,1,10.5,False,True
86,1,3,1,33.0,3,0,15.85,4,0,3.9625,False,True
87,0,3,0,16.0,1,3,34.375,5,0,6.875,False,True
88,0,3,0,28.0,0,0,8.05,1,1,8.05,False,True
89,1,1,1,23.0,3,2,263.0,6,0,43.833333333333336,False,True
90,0,3,0,24.0,0,0,8.05,1,1,8.05,False,True
91,0,3,0,29.0,0,0,8.05,1,1,8.05,False,True
92,0,3,0,20.0,0,0,7.8542,1,1,7.8542,False,True
93,0,1,0,46.0,1,0,61.175,2,0,30.5875,False,True
94,0,3,0,26.0,1,2,20.575,4,0,5.14375,False,True
95,0,3,0,59.0,0,0,7.25,1,1,7.25,False,True
96,0,3,0,28.0,0,0,8.05,1,1,8.05,False,True
97,0,1,0,71.0,0,0,34.6542,1,1,34.6542,False,False
98,1,1,0,23.0,0,1,63.3583,2,0,31.67915,False,False
99,1,2,1,34.0,0,1,23.0,2,0,11.5,False,True
100,0,2,0,34.0,1,0,26.0,2,0,13.0,False,True
101,0,3,1,28.0,0,0,7.8958,1,1,7.8958,False,True
102,0,3,0,28.0,0,0,7.8958,1,1,7.8958,False,True
103,0,1,0,21.0,0,1,77.2875,2,0,38.64375,False,True
104,0,3,0,33.0,0,0,8.6542,1,1,8.6542,False,True
105,0,3,0,37.0,2,0,7.925,3,0,2.6416666666666666,False,True
106,0,3,0,28.0,0,0,7.8958,1,1,7.8958,False,True
107,1,3,1,21.0,0,0,7.65,1,1,7.65,False,True
108,1,3,0,28.0,0,0,7.775,1,1,7.775,False,True
109,0,3,0,38.0,0,0,7.8958,1,1,7.8958,False,True
110,1,3,1,28.0,1,0,24.15,2,0,12.075,True,False
111,0,1,0,47.0,0,0,52.0,1,1,52.0,False,True
112,0,3,1,14.5,1,0,14.4542,2,0,7.2271,False,False
113,0,3,0,22.0,0,0,8.05,1,1,8.05,False,True
114,0,3,1,20.0,1,0,9.825,2,0,4.9125,False,True
115,0,3,1,17.0,0,0,14.4583,1,1,14.4583,False,False
116,0,3,0,21.0,0,0,7.925,1,1,7.925,False,True
117,0,3,0,70.5,0,0,7.75,1,1,7.75,True,False
118,0,2,0,29.0,1,0,21.0,2,0,10.5,False,True
119,0,1,0,24.0,0,1,247.5208,2,0,123.7604,False,False
120,0,3,1,2.0,4,2,31.275,7,0,4.4678571428571425,False,True
121,0,2,0,21.0,2,0,73.5,3,0,24.5,False,True
122,0,3,0,28.0,0,0,8.05,1,1,8.05,False,True
123,0,2,0,32.5,1,0,30.0708,2,0,15.0354,False,False
124,1,2,1,32.5,0,0,13.0,1,1,13.0,False,True
125,0,1,0,54.0,0,1,77.2875,2,0,38.64375,False,True
126,1,3,0,12.0,1,0,11.2417,2,0,5.62085,False,False
127,0,3,0,28.0,0,0,7.75,1,1,7.75,True,False
128,1,3,0,24.0,0,0,7.1417,1,1,7.1417,False,True
129,1,3,1,28.0,1,1,22.3583,3,0,7.452766666666666,False,False
130,0,3,0,45.0,0,0,6.975,1,1,6.975,False,True
131,0,3,0,33.0,0,0,7.8958,1,1,7.8958,False,False
132,0,3,0,20.0,0,0,7.05,1,1,7.05,False,True
133,0,3,1,47.0,1,0,14.5,2,0,7.25,False,True
134,1,2,1,29.0,1,0,26.0,2,0,13.0,False,True
135,0,2,0,25.0,0,0,13.0,1,1,13.0,False,True
136,0,2,0,23.0,0,0,15.0458,1,1,15.0458,False,False
137,1,1,1,19.0,0,2,26.2833,3,0,8.7611,False,True
138,0,1,0,37.0,1,0,53.1,2,0,26.55,False,True
139,0,3,0,16.0,0,0,9.2167,1,1,9.2167,False,True
140,0,1,0,24.0,0,0,79.2,1,1,79.2,False,False
141,0,3,1,28.0,0,2,15.2458,3,0,5.081933333333333,False,False
142,1,3,1,22.0,0,0,7.75,1,1,7.75,False,True
143,1,3,1,24.0,1,0,15.85,2,0,7.925,False,True
144,0,3,0,19.0,0,0,6.75,1,1,6.75,True,False
145,0,2,0,18.0,0,0,11.5,1,1,11.5,False,True
146,0,2,0,19.0,1,1,36.75,3,0,12.25,False,True
147,1,3,0,27.0,0,0,7.7958,1,1,7.7958,False,True
148,0,3,1,9.0,2,2,34.375,5,0,6.875,False,True
149,0,2,0,36.5,0,2,26.0,3,0,8.666666666666666,False,True
150,0,2,0,42.0,0,0,13.0,1,1,13.0,False,True
151,0,2,0,51.0,0,0,12.525,1,1,12.525,False,True
152,1,1,1,22.0,1,0,66.6,2,0,33.3,False,True
153,0,3,0,55.5,0,0,8.05,1,1,8.05,False,True
154,0,3,0,40.5,0,2,14.5,3,0,4.833333333333333,False,True
155,0,3,0,28.0,0,0,7.3125,1,1,7.3125,False,True
156,0,1,0,51.0,0,1,61.3792,2,0,30.6896,False,False
157,1,3,1,16.0,0,0,7.7333,1,1,7.7333,True,False
158,0,3,0,30.0,0,0,8.05,1,1,8.05,False,True
159,0,3,0,28.0,0,0,8.6625,1,1,8.6625,False,True
160,0,3,0,28.0,8,2,69.55,11,0,6.322727272727272,False,True
161,0,3,0,44.0,0,1,16.1,2,0,8.05,False,True
162,1,2,1,40.0,0,0,15.75,1,1,15.75,False,True
163,0,3,0,26.0,0,0,7.775,1,1,7.775,False,True
164,0,3,0,17.0,0,0,8.6625,1,1,8.6625,False,True
165,0,3,0,1.0,4,1,39.6875,6,0,6.614583333333333,False,True
166,1,3,0,9.0,0,2,20.525,3,0,6.841666666666666,False,True
167,1,1,1,28.0,0,1,55.0,2,0,27.5,False,True
168,0,3,1,45.0,1,4,27.9,6,0,4.6499999999999995,False,True
169,0,1,0,28.0,0,0,25.925,1,1,25.925,False,True
170,0,3,0,28.0,0,0,56.4958,1,1,56.4958,False,True
171,0,1,0,61.0,0,0,33.5,1,1,33.5,False,True
172,0,3,0,4.0,4,1,29.125,6,0,4.854166666666667,True,False
173,1,3,1,1.0,1,1,11.1333,3,0,3.7111,False,True
174,0,3,0,21.0,0,0,7.925,1,1,7.925,False,True
175,0,1,0,56.0,0,0,30.6958,1,1,30.6958,False,False
176,0,3,0,18.0,1,1,7.8542,3,0,2.6180666666666665,False,True
177,0,3,0,28.0,3,1,25.4667,5,0,5.0933399999999995,False,True
178,0,1,1,50.0,0,0,28.7125,1,1,28.7125,False,False
179,0,2,0,30.0,0,0,13.0,1,1,13.0,False,True
180,0,3,0,36.0,0,0,0.0,1,1,0.0,False,True
181,0,3,1,28.0,8,2,69.55,11,0,6.322727272727272,False,True
182,0,2,0,28.0,0,0,15.05,1,1,15.05,False,False
183,0,3,0,9.0,4,2,31.3875,7,0,4.483928571428572,False,True
184,1,2,0,1.0,2,1,39.0,4,0,9.75,False,True
185,1,3,1,4.0,0,2,22.025,3,0,7.341666666666666,False,True
186,0,1,0,28.0,0,0,50.0,1,1,50.0,False,True
187,1,3,1,28.0,1,0,15.5,2,0,7.75,True,False
188,1,1,0,45.0,0,0,26.55,1,1,26.55,False,True
189,0,3,0,40.0,1,1,15.5,3,0,5.166666666666667,True,False
190,0,3,0,36.0,0,0,7.8958,1,1,7.8958,False,True
191,1,2,1,32.0,0,0,13.0,1,1,13.0,False,True
192,0,2,0,19.0,0,0,13.0,1,1,13.0,False,True
193,1,3,1,19.0,1,0,7.8542,2,0,3.9271,False,True
194,1,2,0,3.0,1,1,26.0,3,0,8.666666666666666,False,True
195,1,1,1,44.0,0,0,27.7208,1,1,27.7208,False,False
196,1,1,1,58.0,0,0,146.5208,1,1,146.5208,False,False
197,0,3,0,28.0,0,0,7.75,1,1,7.75,True,False
198,0,3,0,42.0,0,1,8.4042,2,0,4.2021,False,True
199,1,3,1,28.0,0,0,7.75,1,1,7.75,True,False
200,0,2,1,24.0,0,0,13.0,1,1,13.0,False,True
201,0,3,0,28.0,0,0,9.5,1,1,9.5,False,True
202,0,3,0,28.0,8,2,69.55,11,0,6.322727272727272,False,True
203,0,3,0,34.0,0,0,6.4958,1,1,6.4958,False,True
204,0,3,0,45.5,0,0,7.225,1,1,7.225,False,False
205,1,3,0,18.0,0,0,8.05,1,1,8.05,False,True
206,0,3,1,2.0,0,1,10.4625,2,0,5.23125,False,True
207,0,3,0,32.0,1,0,15.85,2,0,7.925,False,True
208,1,3,0,26.0,0,0,18.7875,1,1,18.7875,False,False
209,1,3,1,16.0,0,0,7.75,1,1,7.75,True,False
210,1,1,0,40.0,0,0,31.0,1,1,31.0,False,False
211,0,3,0,24.0,0,0,7.05,1,1,7.05,False,True
212,1,2,1,35.0,0,0,21.0,1,1,21.0,False,True
213,0,3,0,22.0,0,0,7.25,1,1,7.25,False,True
214,0,2,0,30.0,0,0,13.0,1,1,13.0,False,True
215,0,3,0,28.0,1,0,7.75,2,0,3.875,True,False
216,1,1,1,31.0,1,0,113.275,2,0,56.6375,False,False
217,1,3,1,27.0,0,0,7.925,1,1,7.925,False,True
218,0,2,0,42.0,1,0,27.0,2,0,13.5,False,True
219,1,1,1,32.0,0,0,76.2917,1,1,76.2917,False,False
220,0,2,0,30.0,0,0,10.5,1,1,10.5,False,True
221,1,3,0,16.0,0,0,8.05,1,1,8.05,False,True
222,0,2,0,27.0,0,0,13.0,1,1,13.0,False,True
223,0,3,0,51.0,0,0,8.05,1,1,8.05,False,True
224,0,3,0,28.0,0,0,7.8958,1,1,7.8958,False,True
225,1,1,0,38.0,1,0,90.0,2,0,45.0,False,True
226,0,3,0,22.0,0,0,9.35,1,1,9.35,False,True
227,1,2,0,19.0,0,0,10.5,1,1,10.5,False,True
228,0,3,0,20.5,0,0,7.25,1,1,7.25,False,True
229,0,2,0,18.0,0,0,13.0,1,1,13.0,False,True
230,0,3,1,28.0,3,1,25.4667,5,0,5.0933399999999995,False,True
231,1,1,1,35.0,1,0,83.475,2,0,41.7375,False,True
232,0,3,0,29.0,0,0,7.775,1,1,7.775,False,True
233,0,2,0,59.0,0,0,13.5,1,1,13.5,False,True
234,1,3,1,5.0,4,2,31.3875,7,0,4.483928571428572,False,True
235,0,2,0,24.0,0,0,10.5,1,1,10.5,False,True
236,0,3,1,28.0,0,0,7.55,1,1,7.55,False,True
237,0,2,0,44.0,1,0,26.0,2,0,13.0,False,True
238,1,2,1,8.0,0,2,26.25,3,0,8.75,False,True
239,0,2,0,19.0,0,0,10.5,1,1,10.5,False,True
240,0,2,0,33.0,0,0,12.275,1,1,12.275,False,True
241,0,3,1,28.0,1,0,14.4542,2,0,7.2271,False,False
242,1,3,1,28.0,1,0,15.5,2,0,7.75,True,False
243,0,2,0,29.0,0,0,10.5,1,1,10.5,False,True
244,0,3,0,22.0,0,0,7.125,1,1,7.125,False,True
245,0,3,0,30.0,0,0,7.225,1,1,7.225,False,False
246,0,1,0,44.0,2,0,90.0,3,0,30.0,True,False
247,0,3,1,25.0,0,0,7.775,1,1,7.775,False,True
248,1,2,1,24.0,0,2,14.5,3,0,4.833333333333333,False,True
249,1,1,0,37.0,1,1,52.5542,3,0,17.518066666666666,False,True
250,0,2,0,54.0,1,0,26.0,2,0,13.0,False,True
251,0,3,0,28.0,0,0,7.25,1,1,7.25,False,True
252,0,3,1,29.0,1,1,10.4625,3,0,3.4875000000000003,False,True
253,0,1,0,62.0,0,0,26.55,1,1,26.55,False,True
254,0,3,0,30.0,1,0,16.1,2,0,8.05,False,True
255,0,3,1,41.0,0,2,20.2125,3,0,6.7375,False,True
256,1,3,1,29.0,0,2,15.2458,3,0,5.081933333333333,False,False
257,1,1,1,28.0,0,0,79.2,1,1,79.2,False,False
258,1,1,1,30.0,0,0,86.5,1,1,86.5,False,True
259,1,1,1,35.0,0,0,512.3292,1,1,512.3292,False,False
260,1,2,1,50.0,0,1,26.0,2,0,13.0,False,True
261,0,3,0,28.0,0,0,7.75,1,1,7.75,True,False
262,1,3,0,3.0,4,2,31.3875,7,0,4.483928571428572,False,True
263,0,1,0,52.0,1,1,79.65,3,0,26.55,False,True
264,0,1,0,40.0,0,0,0.0,1,1,0.0,False,True
265,0,3,1,28.0,0,0,7.75,1,1,7.75,True,False
266,0,2,0,36.0,0,0,10.5,1,1,10.5,False,True
267,0,3,0,16.0,4,1,39.6875,6,0,6.614583333333333,False,True
268,1,3,0,25.0,1,0,7.775,2,0,3.8875,False,True
269,1,1,1,58.0,0,1,153.4625,2,0,76.73125,False,True
270,1,1,1,35.0,0,0,135.6333,1,1,135.6333,False,True
271,0,1,0,28.0,0,0,31.0,1,1,31.0,False,True
272,1,3,0,25.0,0,0,0.0,1,1,0.0,False,True
273,1,2,1,41.0,0,1,19.5,2,0,9.75,False,True
274,0,1,0,37.0,0,1,29.7,2,0,14.85,False,False
275,1,3,1,28.0,0,0,7.75,1,1,7.75,True,False
276,1,1,1,63.0,1,0,77.9583,2,0,38.97915,False,True
277,0,3,1,45.0,0,0,7.75,1,1,7.75,False,True
278,0,2,0,28.0,0,0,0.0,1,1,0.0,False,True
279,0,3,0,7.0,4,1,29.125,6,0,4.854166666666667,True,False
280,1,3,1,35.0,1,1,20.25,3,0,6.75,False,True
281,0,3,0,65.0,0,0,7.75,1,1,7.75,True,False
282,0,3,0,28.0,0,0,7.8542,1,1,7.8542,False,True
283,0,3,0,16.0,0,0,9.5,1,1,9.5,False,True
284,1,3,0,19.0,0,0,8.05,1,1,8.05,False,True
285,0,1,0,28.0,0,0,26.0,1,1,26.0,False,True
286,0,3,0,33.0,0,0,8.6625,1,1,8.6625,False,False
287,1,3,0,30.0,0,0,9.5,1,1,9.5,False,True
288,0,3,0,22.0,0,0,7.8958,1,1,7.8958,False,True
289,1,2,0,42.0,0,0,13.0,1,1,13.0,False,True
290,1,3,1,22.0,0,0,7.75,1,1,7.75,True,False
291,1,1,1,26.0,0,0,78.85,1,1,78.85,False,True
292,1,1,1,19.0,1,0,91.0792,2,0,45.5396,False,False
293,0,2,0,36.0,0,0,12.875,1,1,12.875,False,False
294,0,3,1,24.0,0,0,8.85,1,1,8.85,False,True
295,0,3,0,24.0,0,0,7.8958,1,1,7.8958,False,True
296,0,1,0,28.0,0,0,27.7208,1,1,27.7208,False,False
297,0,3,0,23.5,0,0,7.2292,1,1,7.2292,False,False
298,0,1,1,2.0,1,2,151.55,4,0,37.8875,False,True
299,1,1,0,28.0,0,0,30.5,1,1,30.5,False,True
300,1,1,1,50.0,0,1,247.5208,2,0,123.7604,False,False
301,1,3,1,28.0,0,0,7.75,1,1,7.75,True,False
302,1,3,0,28.0,2,0,23.25,3,0,7.75,True,False
303,0,3,0,19.0,0,0,0.0,1,1,0.0,False,True
304,1,2,1,28.0,0,0,12.35,1,1,12.35,True,False
305,0,3,0,28.0,0,0,8.05,1,1,8.05,False,True
306,1,1,0,0.92,1,2,151.55,4,0,37.8875,False,True
307,1,1,1,28.0,0,0,110.8833,1,1,110.8833,False,False
308,1,1,1,17.0,1,0,108.9,2,0,54.45,False,False
309,0,2,0,30.0,1,0,24.0,2,0,12.0,False,False
310,1,1,1,30.0,0,0,56.9292,1,1,56.9292,False,False
311,1,1,1,24.0,0,0,83.1583,1,1,83.1583,False,False
312,1,1,1,18.0,2,2,262.375,5,0,52.475,False,False
313,0,2,1,26.0,1,1,26.0,3,0,8.666666666666666,False,True
314,0,3,0,28.0,0,0,7.8958,1,1,7.8958,False,True
315,0,2,0,43.0,1,1,26.25,3,0,8.75,False,True
316,1,3,1,26.0,0,0,7.8542,1,1,7.8542,False,True
317,1,2,1,24.0,1,0,26.0,2,0,13.0,False,True
318,0,2,0,54.0,0,0,14.0,1,1,14.0,False,True
319,1,1,1,31.0,0,2,164.8667,3,0,54.95556666666667,False,True
320,1,1,1,40.0,1,1,134.5,3,0,44.833333333333336,False,False
321,0,3,0,22.0,0,0,7.25,1,1,7.25,False,True
322,0,3,0,27.0,0,0,7.8958,1,1,7.8958,False,True
323,1,2,1,30.0,0,0,12.35,1,1,12.35,True,False
324,1,2,1,22.0,1,1,29.0,3,0,9.666666666666666,False,True
325,0,3,0,28.0,8,2,69.55,11,0,6.322727272727272,False,True
326,1,1,1,36.0,0,0,135.6333,1,1,135.6333,False,False
327,0,3,0,61.0,0,0,6.2375,1,1,6.2375,False,True
328,1,2,1,36.0,0,0,13.0,1,1,13.0,False,True
329,1,3,1,31.0,1,1,20.525,3,0,6.841666666666666,False,True
330,1,1,1,16.0,0,1,57.9792,2,0,28.9896,False,False
331,1,3,1,28.0,2,0,23.25,3,0,7.75,True,False
332,0,1,0,45.5,0,0,28.5,1,1,28.5,False,True
333,0,1,0,38.0,0,1,153.4625,2,0,76.73125,False,True
334,0,3,0,16.0,2,0,18.0,3,0,6.0,False,True
335,1,1,1,28.0,1,0,133.65,2,0,66.825,False,True
336,0,3,0,28.0,0,0,7.8958,1,1,7.8958,False,True
337,0,1,0,29.0,1,0,66.6,2,0,33.3,False,True
338,1,1,1,41.0,0,0,134.5,1,1,134.5,False,False
339,1,3,0,45.0,0,0,8.05,1,1,8.05,False,True
340,0,1,0,45.0,0,0,35.5,1,1,35.5,False,True
341,1,2,0,2.0,1,1,26.0,3,0,8.666666666666666,False,True
342,1,1,1,24.0,3,2,263.0,6,0,43.833333333333336,False,True
343,0,2,0,28.0,0,0,13.0,1,1,13.0,False,True
344,0,2,0,25.0,0,0,13.0,1,1,13.0,False,True
345,0,2,0,36.0,0,0,13.0,1,1,13.0,False,True
346,1,2,1,24.0,0,0,13.0,1,1,13.0,False,True
347,1,2,1,40.0,0,0,13.0,1,1,13.0,False,True
348,1,3,1,28.0,1,0,16.1,2,0,8.05,False,True
349,1,3,0,3.0,1,1,15.9,3,0,5.3,False,True
350,0,3,0,42.0,0,0,8.6625,1,1,8.6625,False,True
351,0,3,0,23.0,0,0,9.225,1,1,9.225,False,True
352,0,1,0,28.0,0,0,35.0,1,1,35.0,False,True
353,0,3,0,15.0,1,1,7.2292,3,0,2.409733333333333,False,False
354,0,3,0,25.0,1,0,17.8,2,0,8.9,False,True
355,0,3,0,28.0,0,0,7.225,1,1,7.225,False,False
356,0,3,0,28.0,0,0,9.5,1,1,9.5,False,True
357,1,1,1,22.0,0,1,55.0,2,0,27.5,False,True
358,0,2,1,38.0,0,0,13.0,1,1,13.0,False,True
359,1,3,1,28.0,0,0,7.8792,1,1,7.8792,True,False
360,1,3,1,28.0,0,0,7.8792,1,1,7.8792,True,False
361,0,3,0,40.0,1,4,27.9,6,0,4.6499999999999995,False,True
362,0,2,0,29.0,1,0,27.7208,2,0,13.8604,False,False
363,0,3,1,45.0,0,1,14.4542,2,0,7.2271,False,False
364,0,3,0,35.0,0,0,7.05,1,1,7.05,False,True
365,0,3,0,28.0,1,0,15.5,2,0,7.75,True,False
366,0,3,0,30.0,0,0,7.25,1,1,7.25,False,True
367,1,1,1,60.0,1,0,75.25,2,0,37.625,False,False
368,1,3,1,28.0,0,0,7.2292,1,1,7.2292,False,False
369,1,3,1,28.0,0,0,7.75,1,1,7.75,True,False
370,1,1,1,24.0,0,0,69.3,1,1,69.3,False,False
371,1,1,0,25.0,1,0,55.4417,2,0,27.72085,False,False
372,0,3,0,18.0,1,0,6.4958,2,0,3.2479,False,True
373,0,3,0,19.0,0,0,8.05,1,1,8.05,False,True
374,0,1,0,22.0,0,0,135.6333,1,1,135.6333,False,False
375,0,3,1,3.0,3,1,21.075,5,0,4.215,False,True
376,1,1,1,28.0,1,0,82.1708,2,0,41.0854,False,False
377,1,3,1,22.0,0,0,7.25,1,1,7.25,False,True
378,0,1,0,27.0,0,2,211.5,3,0,70.5,False,False
379,0,3,0,20.0,0,0,4.0125,1,1,4.0125,False,False
380,0,3,0,19.0,0,0,7.775,1,1,7.775,False,True
381,1,1,1,42.0,0,0,227.525,1,1,227.525,False,False
382,1,3,1,1.0,0,2,15.7417,3,0,5.247233333333333,False,False
383,0,3,0,32.0,0,0,7.925,1,1,7.925,False,True
384,1,1,1,35.0,1,0,52.0,2,0,26.0,False,True
385,0,3,0,28.0,0,0,7.8958,1,1,7.8958,False,True
386,0,2,0,18.0,0,0,73.5,1,1,73.5,False,True
387,0,3,0,1.0,5,2,46.9,8,0,5.8625,False,True
388,1,2,1,36.0,0,0,13.0,1,1,13.0,False,True
389,0,3,0,28.0,0,0,7.7292,1,1,7.7292,True,False
390,1,2,1,17.0,0,0,12.0,1,1,12.0,False,False
391,1,1,0,36.0,1,2,120.0,4,0,30.0,False,True
392,1,3,0,21.0,0,0,7.7958,1,1,7.7958,False,True
393,0,3,0,28.0,2,0,7.925,3,0,2.6416666666666666,False,True
394,1,1,1,23.0,1,0,113.275,2,0,56.6375,False,False
395,1,3,1,24.0,0,2,16.7,3,0,5.566666666666666,False,True
396,0,3,0,22.0,0,0,7.7958,1,1,7.7958,False,True
397,0,3,1,31.0,0,0,7.8542,1,1,7.8542,False,True
398,0,2,0,46.0,0,0,26.0,1,1,26.0,False,True
399,0,2,0,23.0,0,0,10.5,1,1,10.5,False,True
400,1,2,1,28.0,0,0,12.65,1,1,12.65,False,True
401,1,3,0,39.0,0,0,7.925,1,1,7.925,False,True
402,0,3,0,26.0,0,0,8.05,1,1,8.05,False,True
403,0,3,1,21.0,1,0,9.825,2,0,4.9125,False,True
404,0,3,0,28.0,1,0,15.85,2,0,7.925,False,True
405,0,3,1,20.0,0,0,8.6625,1,1,8.6625,False,True
406,0,2,0,34.0,1,0,21.0,2,0,10.5,False,True
407,0,3,0,51.0,0,0,7.75,1,1,7.75,False,True
408,1,2,0,3.0,1,1,18.75,3,0,6.25,False,True
409,0,3,0,21.0,0,0,7.775,1,1,7.775,False,True
410,0,3,1,28.0,3,1,25.4667,5,0,5.0933399999999995,False,True
411,0,3,0,28.0,0,0,7.8958,1,1,7.8958,False,True
412,0,3,0,28.0,0,0,6.8583,1,1,6.8583,True,False
413,1,1,1,33.0,1,0,90.0,2,0,45.0,True,False
414,0,2,0,28.0,0,0,0.0,1,1,0.0,False,True
415,1,3,0,44.0,0,0,7.925,1,1,7.925,False,True
416,0,3,1,28.0,0,0,8.05,1,1,8.05,False,True
417,1,2,1,34.0,1,1,32.5,3,0,10.833333333333334,False,True
